,employeeID,degree,location,technicalSkills,previousJobs,appliedJobs,searchedJobs,network
233,233,Information Science,Houston,"['Node.js', 'Ruby', 'C', 'Windows', 'MacOS', 'Linux', 'NumPy', 'PostGres', 'MySQLWorkbench', 'Oracle', 'AWS', 'Azure', 'Spring', 'Javascript', 'Python', 'Java', 'SQL']",[1525],"[257, 1728, 1933, 785, 658, 467]","[257, 1728, 1933, 785, 658, 467]",[442]
234,234,Cyber Security,NYC,"['Angular', 'Swift', 'Scala', 'SQL', 'Javascript', 'Windows', 'MacOS', 'Linux', 'Azure', 'AWS', 'PostGres', 'Spring', 'Python', 'Java']","[289, 1440, 1158, 285]","[1172, 396, 366, 1598, 824, 319, 1724, 1809, 1800, 1927]","[1172, 396, 366, 1598, 824, 319, 1724, 1809, 1800, 1927]",[]
235,235,Data Science,San Francisco,"['R', 'Bash', 'Windows', 'Linux', 'MacOS', 'Oracle', 'Azure', 'Spring', 'Java', 'SQL']","[24, 1697, 1538, 1083, 1154]","[366, 1561, 1126, 153, 1936, 1882, 1078]","[366, 1561, 1126, 153, 1936, 1882, 1078]","[100, 174]"
236,236,Information Science,Seattle,"['Angular', 'Swift', 'C++', 'Bash', 'Ruby', 'SQL', 'HTML/CSS', 'Scala', 'Java', 'Windows', 'Oracle', 'NumPy', 'Python']",[],"[1332, 724, 568, 1768, 1823, 1903, 1612, 443]","[1332, 724, 568, 1768, 1823, 1903, 1612, 443]",[]
237,237,Computer Science,San Francisco,"['Bash', 'C', 'R', 'Linux', 'Windows', 'MacOS', 'MySQLWorkbench', 'NumPy', 'Azure', 'Scikit-learn', 'Oracle', 'Python', 'SQL']","[4, 257, 66, 1026]","[97, 1518, 204, 562, 1833, 855]","[97, 1518, 204, 562, 1833, 855]",[56]
238,238,Data Science,NYC,"['R', 'Node.js', 'Java', 'Windows', 'MacOS', 'Scikit-learn', 'Azure', 'AWS', 'Javascript', 'Python']","[43, 1007, 156]","[527, 1388, 1788, 1098, 1610, 1383, 778, 1395, 483]","[527, 1388, 1788, 1098, 1610, 1383, 778, 1395, 483]",[304]
239,239,Information Science,Boston,"['React', 'Java', 'SQL', 'R', 'Angular', 'C', 'Javascript', 'Node.js', 'Ruby', 'C++', 'Windows', 'MySQLWorkbench', 'NumPy', 'Spring', 'Scikit-learn', 'Python']","[761, 917, 545, 1783, 286]","[447, 1736, 1456, 1041, 1619, 774, 1525, 1745]","[447, 1736, 1456, 1041, 1619, 774, 1525, 1745]","[80, 121, 475, 276]"
240,240,Data Science,San Francisco,"['Swift', 'Java', 'React', 'Bash', 'Node.js', 'HTML/CSS', 'Angular', 'Scala', 'Windows', 'Linux', 'Spring', 'MySQLWorkbench', 'Scikit-learn', 'Azure', 'Javascript', 'Python', 'SQL']","[168, 401]","[971, 1822, 145, 310, 202, 70, 751, 1032, 1949]","[971, 1822, 145, 310, 202, 70, 751, 1032, 1949]",[102]
241,241,Data Science,San Francisco,"['C++', 'MacOS']","[1644, 572, 1049, 1468, 1680]","[1918, 557, 616, 1857, 903, 1797, 1672, 1428, 1087]","[1918, 557, 616, 1857, 903, 1797, 1672, 1428, 1087]","[359, 104, 141, 50, 247]"
242,242,Cyber Security,San Francisco,"['Java', 'Swift', 'Bash', 'Angular', 'R', 'HTML/CSS', 'Python', 'SQL', 'Node.js', 'React', 'Ruby', 'C', 'C++', 'MacOS', 'Linux', 'NumPy', 'Javascript']","[764, 1687, 859]","[1640, 1203, 1406, 1452, 1348]","[1640, 1203, 1406, 1452, 1348]",[]
243,243,Computer Science,Houston,"['HTML/CSS', 'Ruby', 'Java', 'Windows', 'MacOS', 'Azure', 'Scikit-learn', 'MySQLWorkbench', 'NumPy', 'Python', 'SQL']","[427, 440, 1590]","[1336, 1736, 536, 1041]","[1336, 1736, 536, 1041]","[313, 178, 378]"
244,244,Computer Science,San Francisco,"['Ruby', 'HTML/CSS', 'Node.js', 'Java', 'React', 'MacOS', 'NumPy', 'AWS', 'Oracle', 'PostGres', 'Spring', 'Azure', 'Javascript', 'Python', 'SQL']","[1079, 590, 1675, 15, 684]","[860, 216, 1775, 1954, 306, 1548, 817]","[860, 216, 1775, 1954, 306, 1548, 817]",[209]
245,245,Information Science,Seattle,"['R', 'C', 'Angular', 'Node.js', 'Java', 'Bash', 'SQL', 'Javascript', 'Swift', 'Linux', 'PostGres', 'MySQLWorkbench', 'AWS', 'Oracle', 'Python']","[1466, 562, 1875, 1997]","[484, 837, 1050, 547, 264, 1060, 234, 705]","[484, 837, 1050, 547, 264, 1060, 234, 705]","[290, 197, 423, 107, 315, 93]"
246,246,Data Science,Seattle,"['Python', 'Ruby', 'Node.js', 'R', 'C++', 'Java', 'Scala', 'Bash', 'C', 'React', 'SQL', 'Angular', 'Linux', 'MacOS', 'AWS', 'NumPy', 'MySQLWorkbench', 'Scikit-learn', 'Spring', 'Javascript']","[41, 1353, 252, 592, 461]","[1466, 10, 1860, 366, 677, 1195, 1474, 1750, 1923, 841]","[1466, 10, 1860, 366, 677, 1195, 1474, 1750, 1923, 841]",[263]
247,247,Information Science,San Francisco,"['R', 'Bash', 'C', 'Java', 'Node.js', 'Angular', 'React', 'Javascript', 'Swift', 'C++', 'Scala', 'Ruby', 'HTML/CSS', 'MacOS', 'Linux', 'Windows', 'NumPy', 'Python']","[1004, 1644]","[294, 1788, 1841, 1328, 1798, 1922, 1040]","[294, 1788, 1841, 1328, 1798, 1922, 1040]","[241, 50, 359]"
248,248,Information Science,Boston,"['C', 'Node.js', 'Scala', 'Java', 'SQL', 'Javascript', 'Angular', 'HTML/CSS', 'Ruby', 'C++', 'Python', 'R', 'Linux', 'Windows', 'MacOS', 'Spring', 'Scikit-learn', 'MySQLWorkbench', 'NumPy', 'PostGres', 'AWS', 'Azure']",[167],"[204, 223, 981, 1857, 1591, 308, 253, 437, 1360]","[204, 223, 981, 1857, 1591, 308, 253, 437, 1360]",[]
249,249,Data Science,Houston,"['Python', 'Swift', 'Javascript', 'Node.js', 'Scala', 'R', 'React', 'MacOS', 'Linux', 'Windows', 'Spring', 'PostGres', 'Scikit-learn', 'Azure', 'MySQLWorkbench', 'AWS', 'NumPy', 'Java', 'SQL']","[1190, 126]","[1066, 1039, 1197, 1378, 1801, 1135]","[1066, 1039, 1197, 1378, 1801, 1135]","[50, 390]"
250,250,Computer Science,NYC,"['C++', 'Node.js', 'C', 'React', 'SQL', 'Angular', 'MacOS', 'Windows', 'Linux', 'Spring', 'Scikit-learn', 'MySQLWorkbench', 'AWS', 'PostGres', 'Javascript', 'Python', 'Java']","[1625, 214]","[1276, 7, 687, 1902, 1268, 1285, 84, 1023]","[1276, 7, 687, 1902, 1268, 1285, 84, 1023]",[59]
251,251,Cyber Security,Boston,"['Scala', 'HTML/CSS', 'Node.js', 'Bash', 'R', 'C', 'Ruby', 'Linux', 'Oracle', 'MySQLWorkbench', 'Javascript', 'SQL']","[688, 1620]","[1000, 158, 1229, 333]","[1000, 158, 1229, 333]",[92]
252,252,Computer Science,San Francisco,"['Bash', 'C++', 'Ruby', 'HTML/CSS', 'Angular', 'Python', 'SQL', 'Scala', 'React', 'Node.js', 'R', 'Java', 'Swift', 'Linux', 'Spring', 'Scikit-learn', 'PostGres', 'Azure', 'Oracle', 'Javascript']","[1706, 1608, 288]","[1081, 682, 884, 1871, 660, 540, 347, 1952, 1347, 1765]","[1081, 682, 884, 1871, 660, 540, 347, 1952, 1347, 1765]","[392, 38]"
253,253,Data Science,Seattle,"['Scala', 'HTML/CSS', 'C++', 'Ruby', 'MacOS', 'Windows', 'PostGres', 'Oracle', 'MySQLWorkbench', 'SQL']","[1125, 1299, 501]","[690, 25, 915, 1947]","[690, 25, 915, 1947]","[474, 18, 342]"
254,254,Data Science,Seattle,"['C++', 'Node.js', 'Bash', 'Java', 'Python', 'Scala', 'Swift', 'Javascript', 'React', 'R', 'Ruby', 'Windows', 'MacOS', 'PostGres', 'Scikit-learn', 'Azure', 'Spring', 'AWS', 'NumPy', 'Oracle', 'SQL']","[250, 11, 892]","[1526, 1996, 295, 81, 1618, 506, 353, 160, 1413, 875]","[1526, 1996, 295, 81, 1618, 506, 353, 160, 1413, 875]","[328, 489, 117]"
255,255,Cyber Security,NYC,"['Scala', 'C', 'SQL', 'Python', 'Bash', 'Angular', 'Linux', 'Windows', 'MacOS', 'MySQLWorkbench', 'Oracle', 'PostGres', 'AWS', 'NumPy', 'Spring', 'Scikit-learn', 'Java']",[],"[258, 1547, 1905, 1679, 1026, 876]","[258, 1547, 1905, 1679, 1026, 876]",[]
256,256,Computer Science,NYC,"['Bash', 'Javascript', 'Node.js', 'Angular', 'Linux', 'AWS', 'NumPy', 'PostGres', 'MySQLWorkbench', 'Python', 'SQL']","[803, 1895, 410, 1540, 1478]","[1500, 1015, 415, 1900, 123, 517, 661, 15, 936, 555]","[1500, 1015, 415, 1900, 123, 517, 661, 15, 936, 555]","[51, 493, 143]"
257,257,Cyber Security,Boston,"['Python', 'Scala', 'Swift', 'Node.js', 'R', 'HTML/CSS', 'Javascript', 'C', 'Angular', 'C++', 'Windows', 'Linux', 'Spring', 'Oracle', 'PostGres', 'Azure', 'AWS', 'MySQLWorkbench', 'Java', 'SQL']","[1589, 880, 643, 1416]","[1037, 662, 1361, 699, 1434, 730]","[1037, 662, 1361, 699, 1434, 730]","[162, 286]"
258,258,Information Science,Boston,"['Java', 'Python', 'C++', 'React', 'Swift', 'Node.js', 'HTML/CSS', 'Windows', 'NumPy', 'Oracle', 'MySQLWorkbench', 'AWS', 'Azure', 'Javascript', 'SQL']",[1768],"[88, 659, 483, 748, 159, 1715, 839]","[88, 659, 483, 748, 159, 1715, 839]",[]
259,259,Computer Science,Houston,"['Swift', 'R', 'Windows', 'MacOS', 'Scikit-learn', 'Python']",[1337],"[963, 705, 1395, 1075, 159]","[963, 705, 1395, 1075, 159]","[401, 211]"
260,260,Computer Science,Boston,"['R', 'C++', 'Scala', 'Python', 'Javascript', 'C', 'Ruby', 'SQL', 'Angular', 'Linux', 'Spring', 'Oracle', 'MySQLWorkbench', 'Azure', 'AWS', 'Scikit-learn', 'PostGres', 'Java']",[],"[747, 1097, 129, 1513, 1309]","[747, 1097, 129, 1513, 1309]",[]
261,261,Cyber Security,NYC,"['Angular', 'Java', 'HTML/CSS', 'React', 'R', 'Linux', 'MacOS', 'Javascript']","[706, 1780, 1384]","[418, 1600]","[418, 1600]","[17, 358, 479]"
262,262,Computer Science,NYC,"['Java', 'Javascript', 'R', 'React', 'Python', 'C', 'MacOS', 'Linux']","[814, 433, 1322, 1858, 1610]","[550, 1897, 437, 492, 134, 943, 149, 767, 669]","[550, 1897, 437, 492, 134, 943, 149, 767, 669]","[134, 38, 168, 390, 496, 150, 344]"
263,263,Cyber Security,Boston,"['C++', 'React', 'Java', 'C', 'Scala', 'HTML/CSS', 'R', 'Ruby', 'Node.js', 'Javascript', 'SQL', 'Bash', 'Angular', 'Python', 'Swift', 'MacOS', 'Oracle', 'NumPy', 'Spring', 'Scikit-learn']","[592, 905, 1203]","[1527, 36, 36, 1906, 578, 937, 407, 1086, 173]","[1527, 36, 36, 1906, 578, 937, 407, 1086, 173]",[246]
264,264,Cyber Security,NYC,"['Node.js', 'Scala', 'Javascript', 'Python', 'HTML/CSS', 'C', 'C++', 'Swift', 'Ruby', 'Angular', 'Bash', 'React', 'SQL', 'R', 'Java', 'MacOS', 'NumPy', 'Azure', 'AWS']",[],"[899, 1206, 956, 1835, 1363, 1369, 1808, 1684, 1715, 1544]","[899, 1206, 956, 1835, 1363, 1369, 1808, 1684, 1715, 1544]",[]
265,265,Data Science,Houston,"['C', 'Java', 'Ruby', 'C++', 'HTML/CSS', 'Python', 'Angular', 'Windows', 'MacOS', 'NumPy', 'Spring', 'MySQLWorkbench', 'PostGres', 'Azure', 'Oracle', 'Scikit-learn', 'SQL']","[551, 1423, 1909, 1916]","[1192, 227, 785, 1789, 844, 1235, 1184, 584, 998]","[1192, 227, 785, 1789, 844, 1235, 1184, 584, 998]",[311]
266,266,Data Science,Seattle,"['Angular', 'SQL', 'Python', 'Swift', 'C', 'React', 'HTML/CSS', 'Ruby', 'Javascript', 'Scala', 'Java', 'Node.js', 'C++', 'Bash', 'R', 'Linux', 'Oracle', 'AWS', 'Spring']","[713, 1426]","[1880, 211, 169, 1443, 1593, 1644, 1583, 1485, 1276, 648]","[1880, 211, 169, 1443, 1593, 1644, 1583, 1485, 1276, 648]",[]
267,267,Cyber Security,Houston,"['Javascript', 'React', 'Ruby', 'Python', 'Angular', 'Swift', 'Bash', 'Windows', 'Linux', 'PostGres', 'Azure', 'Scikit-learn', 'AWS', 'Spring', 'NumPy', 'MySQLWorkbench', 'Java', 'SQL']",[1496],"[2, 759, 168, 1939, 1952, 1647, 1536, 140, 1461, 1854]","[2, 759, 168, 1939, 1952, 1647, 1536, 140, 1461, 1854]","[64, 278]"
268,268,Data Science,Seattle,"['Ruby', 'Windows', 'Azure']","[1899, 635, 1316, 1233]","[1680, 62, 31, 1592, 701, 151, 1267, 769]","[1680, 62, 31, 1592, 701, 151, 1267, 769]","[41, 76, 319]"
269,269,Data Science,Houston,"['Angular', 'React', 'Scala', 'Swift', 'C', 'Java', 'SQL', 'HTML/CSS', 'Python', 'Node.js', 'Windows', 'MacOS', 'Scikit-learn', 'NumPy', 'Spring', 'MySQLWorkbench', 'Javascript']","[1853, 964, 1847, 0]","[453, 971, 1435, 1486, 1220, 1457]","[453, 971, 1435, 1486, 1220, 1457]","[281, 327]"
270,270,Information Science,Houston,"['R', 'HTML/CSS', 'Swift', 'Angular', 'Node.js', 'Scala', 'Linux', 'MySQLWorkbench', 'AWS', 'NumPy', 'Scikit-learn', 'Javascript', 'Python', 'SQL']",[],"[223, 866, 1436, 967, 19, 1427, 117, 927, 312, 256]","[223, 866, 1436, 967, 19, 1427, 117, 927, 312, 256]",[]
271,271,Information Science,San Francisco,"['React', 'Linux', 'Oracle', 'PostGres', 'Scikit-learn', 'NumPy', 'Azure', 'Javascript', 'Python', 'SQL']",[],"[1602, 1988, 1945, 85, 918, 1457, 264, 375, 765, 56]","[1602, 1988, 1945, 85, 918, 1457, 264, 375, 765, 56]",[]
272,272,Data Science,Seattle,"['Angular', 'R', 'C++', 'Java', 'Scala', 'Python', 'Swift', 'HTML/CSS', 'Node.js', 'SQL', 'React', 'Bash', 'C', 'Ruby', 'Javascript', 'Linux', 'Spring', 'MySQLWorkbench', 'PostGres']","[1511, 83, 1995]","[840, 601, 542, 1590, 538, 823, 826, 1150]","[840, 601, 542, 1590, 538, 823, 826, 1150]",[]
273,273,Information Science,Boston,"['HTML/CSS', 'Bash', 'Javascript', 'Swift', 'Angular', 'R', 'Python', 'SQL', 'Scala', 'C', 'C++', 'Java', 'React', 'Ruby', 'MacOS', 'PostGres', 'Scikit-learn', 'Azure']",[],"[152, 1155, 793]","[152, 1155, 793]",[]
274,274,Cyber Security,Seattle,"['SQL', 'MacOS', 'Azure', 'Scikit-learn', 'Python']","[357, 1848, 921]","[364, 864, 1610, 1056, 1676, 41, 286, 1595, 891]","[364, 864, 1610, 1056, 1676, 41, 286, 1595, 891]","[280, 323, 422]"
275,275,Cyber Security,Seattle,"['Angular', 'Java', 'HTML/CSS', 'Javascript', 'Python', 'C', 'Swift', 'Scala', 'Linux', 'MySQLWorkbench', 'Oracle', 'NumPy', 'Spring', 'AWS', 'SQL']",[164],"[26, 1017, 1751, 724, 1817, 194, 916, 321]","[26, 1017, 1751, 724, 1817, 194, 916, 321]",[]
276,276,Information Science,Houston,"['Ruby', 'Python', 'Scala', 'Swift', 'C++', 'Javascript', 'SQL', 'Windows', 'Linux', 'MacOS', 'PostGres', 'AWS', 'Spring', 'Azure', 'Oracle', 'NumPy', 'Java']","[917, 673]","[809, 887, 986, 752]","[809, 887, 986, 752]",[239]
277,277,Information Science,NYC,"['Swift', 'Python', 'Scala', 'React', 'Bash', 'HTML/CSS', 'Node.js', 'SQL', 'R', 'Ruby', 'Windows', 'Linux', 'MacOS', 'PostGres', 'MySQLWorkbench', 'Oracle', 'Javascript']","[30, 617, 1614, 1778]","[1768, 731, 1673, 17, 1277, 1441, 248, 1302, 681, 1605]","[1768, 731, 1673, 17, 1277, 1441, 248, 1302, 681, 1605]",[]
278,278,Computer Science,NYC,"['Python', 'R', 'SQL', 'HTML/CSS', 'Bash', 'Ruby', 'Javascript', 'Java', 'Angular', 'Swift', 'Windows', 'MacOS', 'Linux', 'AWS', 'PostGres', 'NumPy', 'Spring', 'Scikit-learn']","[754, 1742, 1496, 932, 1576]","[1346, 1345, 1081, 58, 901, 248, 1484]","[1346, 1345, 1081, 58, 901, 248, 1484]","[64, 267]"
279,279,Information Science,Boston,"['Swift', 'Python', 'Linux', 'PostGres', 'Spring', 'Scikit-learn', 'Azure', 'MySQLWorkbench', 'Java', 'SQL']",[1807],"[348, 9, 1448, 18, 1521, 1446, 123, 142, 313]","[348, 9, 1448, 18, 1521, 1446, 123, 142, 313]",[]
280,280,Data Science,San Francisco,"['Angular', 'React', 'Bash', 'C++', 'Node.js', 'Scala', 'SQL', 'Python', 'Swift', 'HTML/CSS', 'Javascript', 'Ruby', 'R', 'Windows', 'AWS', 'Scikit-learn', 'MySQLWorkbench']","[921, 166, 1720]","[645, 644, 1692, 1269, 1752, 1230, 1571, 364, 930, 538]","[645, 644, 1692, 1269, 1752, 1230, 1571, 364, 930, 538]",[274]
281,281,Data Science,Seattle,"['SQL', 'Bash', 'Java', 'Swift', 'Scala', 'React', 'Node.js', 'Javascript', 'Windows', 'Linux', 'MacOS', 'PostGres']",[1847],"[1032, 495, 718, 180, 79, 395, 1569, 1827, 256, 132]","[1032, 495, 718, 180, 79, 395, 1569, 1827, 256, 132]",[269]
282,282,Computer Science,Boston,"['C', 'Node.js', 'React', 'Python', 'MacOS', 'Windows', 'Spring', 'Azure', 'NumPy', 'Scikit-learn', 'AWS', 'Oracle', 'Javascript', 'Java', 'SQL']",[1698],"[1137, 307, 541, 453, 1770, 362, 530, 685, 236, 1536]","[1137, 307, 541, 453, 1770, 362, 530, 685, 236, 1536]",[473]
283,283,Cyber Security,NYC,"['Javascript', 'Linux', 'MacOS', 'Windows', 'Scikit-learn', 'Python']","[432, 533]","[530, 874, 604, 767, 1601, 1517, 603, 710, 46, 1628]","[530, 874, 604, 767, 1601, 1517, 603, 710, 46, 1628]",[431]
284,284,Computer Science,San Francisco,"['Swift', 'Angular', 'R', 'Bash', 'Python', 'HTML/CSS', 'SQL', 'Ruby', 'Linux', 'Oracle', 'AWS', 'MySQLWorkbench', 'NumPy']","[1340, 1128, 471, 45]","[1935, 1187, 808]","[1935, 1187, 808]",[424]
285,285,Information Science,Seattle,"['Angular', 'Ruby', 'Node.js', 'Bash', 'Python', 'Swift', 'Scala', 'React', 'C++', 'SQL', 'HTML/CSS', 'C', 'MacOS', 'Windows', 'Linux', 'Azure', 'MySQLWorkbench', 'Oracle', 'Spring', 'Scikit-learn', 'PostGres', 'NumPy', 'Javascript', 'Java']","[194, 22, 1539, 1080]","[17, 1472, 1543, 644, 1697, 308, 303, 1846, 1007, 1157]","[17, 1472, 1543, 644, 1697, 308, 303, 1846, 1007, 1157]",[]
286,286,Computer Science,Boston,"['React', 'SQL', 'Scala', 'Java', 'Bash', 'Javascript', 'R', 'HTML/CSS', 'C++', 'Ruby', 'Swift', 'C', 'Windows', 'Linux', 'MacOS']","[1148, 1589, 467]","[214, 84, 865, 52, 1933]","[214, 84, 865, 52, 1933]","[257, 117]"
287,287,Data Science,Boston,"['C++', 'Ruby', 'HTML/CSS', 'Swift', 'SQL', 'React', 'Python', 'Node.js', 'R', 'Bash', 'Scala', 'Angular', 'Java', 'C', 'MacOS', 'Azure', 'MySQLWorkbench', 'PostGres', 'AWS', 'Javascript']",[65],"[1613, 474, 1008, 1352, 1532, 288, 395, 1241]","[1613, 474, 1008, 1352, 1532, 288, 395, 1241]",[44]
288,288,Cyber Security,San Francisco,"['Node.js', 'R', 'C++', 'Windows', 'AWS', 'Oracle', 'Azure', 'NumPy', 'Javascript', 'Python', 'SQL']",[],"[899, 210, 33, 1205, 1130, 1500, 1227, 1266, 556, 327]","[899, 210, 33, 1205, 1130, 1500, 1227, 1266, 556, 327]",[]
289,289,Information Science,Boston,"['SQL', 'Ruby', 'Java', 'Python', 'R', 'C', 'Swift', 'Node.js', 'C++', 'Linux', 'MacOS', 'Scikit-learn', 'AWS', 'Spring', 'PostGres', 'MySQLWorkbench', 'Oracle', 'NumPy', 'Javascript']","[1763, 57, 1718, 1803]","[1874, 729, 683, 653, 442, 1656, 1362, 1604, 1607, 943]","[1874, 729, 683, 653, 442, 1656, 1362, 1604, 1607, 943]","[177, 451, 326, 487]"
290,290,Data Science,Houston,"['R', 'Angular', 'HTML/CSS', 'Node.js', 'Swift', 'C++', 'Scala', 'React', 'Java', 'Javascript', 'Bash', 'C', 'Python', 'SQL', 'Ruby', 'Windows', 'Linux', 'AWS', 'Azure', 'Spring', 'NumPy', 'MySQLWorkbench']","[1207, 562]","[78, 1578, 177, 1826]","[78, 1578, 177, 1826]","[161, 245]"
291,291,Data Science,Boston,"['Ruby', 'Javascript', 'C++', 'Bash', 'Python', 'React', 'R', 'HTML/CSS', 'Scala', 'Java', 'Swift', 'MacOS', 'Linux']",[147],"[1159, 861, 529, 838]","[1159, 861, 529, 838]",[462]
292,292,Cyber Security,San Francisco,"['C', 'Javascript', 'Node.js', 'Angular', 'React', 'Bash', 'Java', 'SQL', 'Swift', 'HTML/CSS', 'MacOS', 'Linux', 'Windows', 'Spring', 'Scikit-learn', 'NumPy', 'MySQLWorkbench', 'Oracle', 'Azure', 'Python']",[1817],"[441, 50, 200, 1758, 480, 1928, 993, 65, 1502, 354]","[441, 50, 200, 1758, 480, 1928, 993, 65, 1502, 354]",[]
293,293,Computer Science,San Francisco,"['C++', 'Node.js', 'Angular', 'Scala', 'React', 'Bash', 'Swift', 'C', 'SQL', 'Java', 'Javascript', 'Python', 'HTML/CSS', 'Ruby', 'MacOS', 'Linux', 'Scikit-learn', 'AWS', 'Azure', 'NumPy', 'MySQLWorkbench', 'PostGres', 'Spring']","[961, 979, 1616, 1351]",[936],[936],"[321, 211]"
294,294,Cyber Security,Boston,"['HTML/CSS', 'Scala', 'SQL', 'Javascript', 'React', 'Python', 'Ruby', 'Angular', 'Bash', 'Linux', 'Windows', 'MacOS', 'Spring', 'Oracle', 'Java']",[125],"[1307, 1447, 1527, 1509, 468, 1478, 927, 1507, 1069]","[1307, 1447, 1527, 1509, 468, 1478, 927, 1507, 1069]",[]
295,295,Information Science,San Francisco,"['Python', 'Javascript', 'C++', 'C', 'Swift', 'Linux', 'Windows', 'NumPy', 'MySQLWorkbench', 'PostGres', 'Azure', 'Oracle', 'SQL']","[567, 1261]","[1577, 1179, 1234, 1776]","[1577, 1179, 1234, 1776]",[]
296,296,Computer Science,Seattle,"['Angular', 'HTML/CSS', 'R', 'SQL', 'Python', 'Ruby', 'C++', 'C', 'Node.js', 'Javascript', 'Linux', 'Windows', 'NumPy', 'Spring', 'Oracle', 'PostGres', 'AWS', 'Java']",[412],"[1045, 1004, 839, 2, 838, 18, 1824, 879, 84, 303]","[1045, 1004, 839, 2, 838, 18, 1824, 879, 84, 303]",[325]
297,297,Information Science,Seattle,"['React', 'Scala', 'Ruby', 'HTML/CSS', 'Javascript', 'Python', 'Angular', 'Swift', 'Windows', 'Scikit-learn']","[1811, 1379, 394, 1657]","[1952, 982, 1812]","[1952, 982, 1812]","[32, 186, 122, 435]"
298,298,Cyber Security,NYC,"['Java', 'Python', 'Angular', 'Swift', 'Bash', 'React', 'Node.js', 'R', 'C', 'HTML/CSS', 'C++', 'MacOS', 'Linux', 'Windows', 'PostGres', 'NumPy', 'Scikit-learn', 'Javascript', 'SQL']","[1546, 182, 46, 1926, 1968]","[422, 62, 1844, 729, 937, 438, 535, 1688]","[422, 62, 1844, 729, 937, 438, 535, 1688]","[24, 58, 420, 13]"
299,299,Computer Science,Seattle,"['Javascript', 'Bash', 'Windows', 'MacOS', 'Linux', 'AWS', 'Scikit-learn', 'Python']","[136, 334, 130]","[1767, 1585, 283]","[1767, 1585, 283]","[40, 91]"
300,300,Computer Science,Seattle,"['Scala', 'Ruby', 'Node.js', 'React', 'Windows', 'Linux', 'Azure', 'Javascript']",[207],"[1775, 1210, 740, 1909, 853, 1765, 554, 591, 930, 206]","[1775, 1210, 740, 1909, 853, 1765, 554, 591, 930, 206]",[129]
301,301,Information Science,Seattle,"['Angular', 'Node.js', 'Python', 'C', 'Javascript', 'SQL', 'Windows', 'MacOS', 'Oracle', 'MySQLWorkbench', 'NumPy', 'Scikit-learn', 'PostGres']",[],"[106, 458, 1037, 470, 315]","[106, 458, 1037, 470, 315]",[]
302,302,Computer Science,Seattle,"['HTML/CSS', 'Angular', 'Javascript', 'C', 'SQL', 'Java', 'R', 'Node.js', 'Swift', 'C++', 'Bash', 'Ruby', 'React', 'Python', 'Windows', 'Linux', 'AWS', 'NumPy', 'Scikit-learn', 'MySQLWorkbench', 'Oracle']",[],"[1697, 1691, 267, 755, 153, 119, 25]","[1697, 1691, 267, 755, 153, 119, 25]",[]
303,303,Information Science,Boston,"['Node.js', 'Javascript', 'Java', 'Bash', 'C', 'Scala', 'Linux', 'AWS', 'Scikit-learn', 'MySQLWorkbench', 'PostGres', 'Spring', 'NumPy', 'Azure', 'Python', 'SQL']","[790, 1127, 1823, 1575]","[84, 737, 163]","[84, 737, 163]","[64, 416]"
304,304,Cyber Security,Boston,"['Java', 'Swift', 'Python', 'React', 'Scala', 'SQL', 'Node.js', 'Javascript', 'HTML/CSS', 'C++', 'Angular', 'R', 'Linux', 'MacOS', 'Oracle', 'MySQLWorkbench', 'Spring']",[156],"[239, 717, 215, 179, 498, 1089, 273, 301, 304, 344]","[239, 717, 215, 179, 498, 1089, 273, 301, 304, 344]",[238]
305,305,Information Science,Seattle,"['Javascript', 'React', 'C++', 'Swift', 'Python', 'Node.js', 'Scala', 'Angular', 'C', 'SQL', 'Bash', 'R', 'Java', 'MacOS', 'Linux', 'PostGres', 'AWS', 'Oracle', 'NumPy']","[733, 1738]","[1658, 1214, 1166, 1475, 1577, 1000, 1762, 1917, 1005, 1168]","[1658, 1214, 1166, 1475, 1577, 1000, 1762, 1917, 1005, 1168]",[499]
306,306,Cyber Security,NYC,"['R', 'MacOS', 'Windows', 'Azure', 'NumPy', 'Oracle', 'Python', 'SQL']","[1571, 1106, 75]","[131, 952, 174, 442, 164, 461, 1077, 603, 1860, 78]","[131, 952, 174, 442, 164, 461, 1077, 603, 1860, 78]","[73, 386, 473, 183]"
307,307,Information Science,San Francisco,"['Bash', 'Scala', 'Python', 'Javascript', 'C++', 'SQL', 'Swift', 'Ruby', 'HTML/CSS', 'Windows', 'Spring', 'Scikit-learn', 'Java']","[1114, 1280]","[1510, 1411, 493, 499, 1721, 1279]","[1510, 1411, 493, 499, 1721, 1279]",[]
308,308,Information Science,Boston,"['Ruby', 'Swift', 'SQL', 'HTML/CSS', 'C++', 'Bash', 'React', 'Scala', 'Javascript', 'R', 'Linux', 'Windows', 'MacOS', 'Oracle', 'Scikit-learn', 'Spring', 'Python', 'Java']","[735, 527, 555, 163, 509]","[666, 489, 30, 1223, 173, 1014, 174, 431, 1472]","[666, 489, 30, 1223, 173, 1014, 174, 431, 1472]","[421, 135, 40, 79, 463, 122, 477]"
