,jobID,degree,location,technicalSkills,preferredSkills,jobTitle
1502,1502,Computer Science,Boston,"['C++', 'Angular', 'Node.js', 'HTML/CSS', 'AWS', 'Javascript']",['Python'],Front End Engineer
1503,1503,Data Science,Houston,"['SQL', 'React', 'Javascript', 'HTML/CSS', 'R', 'C', 'Scikit-learn', 'MySQLWorkbench', 'AWS', 'Python']",[],Data Scientist
1504,1504,Cyber Security,Houston,"['SQL', 'Scala', 'Python']",['NumPy'],Information Security Analyst
1505,1505,Computer Science,Seattle,"['C', 'Bash', 'Javascript', 'SQL', 'PostGres']",['Java'],UI Developer
1506,1506,Cyber Security,NYC,"['Angular', 'HTML/CSS', 'R', 'PostGres', 'Spring', 'Python', 'Java', 'SQL']",['NumPy'],Information Security Analyst
1507,1507,Data Science,San Francisco,"['React', 'Python', 'C++', 'Javascript', 'Angular', 'AWS', 'NumPy', 'PostGres', 'SQL']",['C'],Data Analyst
1508,1508,Cyber Security,NYC,"['Node.js', 'Python', 'Javascript', 'SQL', 'HTML/CSS', 'Angular', 'NumPy', 'PostGres']","['Oracle', 'AWS', 'C']",Cryptographer
1509,1509,Computer Science,Houston,"['C', 'C++', 'Angular', 'Java', 'Javascript', 'Scala', 'Node.js']","['Spring', 'Python']",UI Developer
1510,1510,Cyber Security,NYC,"['React', 'Angular', 'SQL', 'Scikit-learn', 'NumPy', 'Javascript', 'Python', 'Java']","['Oracle', 'Spring', 'C++']",Cryptographer
1511,1511,Data Science,Boston,"['Python', 'Javascript', 'AWS', 'Spring', 'Java']","['Ruby', 'C']",Data Architect
1512,1512,Data Science,Boston,"['Java', 'C++', 'R', 'Bash', 'Swift', 'Angular', 'Scala', 'Oracle', 'SQL']","['MySQLWorkbench', 'Spring']",Data Analyst
1513,1513,Information Science,Boston,"['Scala', 'SQL', 'C++', 'Spring', 'Java']",['MySQLWorkbench'],Database Applications Specialist
1514,1514,Information Science,NYC,"['React', 'Swift', 'Java', 'Angular', 'R', 'Javascript', 'SQL', 'Node.js', 'NumPy', 'Python']",['Azure'],Systems administrator
1515,1515,Computer Science,Seattle,"['Angular', 'Python', 'NumPy', 'PostGres', 'SQL']",['Oracle'],Software Engineer
1516,1516,Information Science,San Francisco,"['Python', 'Angular', 'PostGres', 'AWS', 'Azure', 'SQL']",['Scikit-learn'],Intelligence Specialist
1517,1517,Cyber Security,Houston,"['Java', 'React', 'Swift', 'HTML/CSS', 'R', 'Python', 'Scala', 'PostGres', 'Azure', 'NumPy', 'MySQLWorkbench', 'Javascript', 'SQL']",[],Data Recovery Professional
1518,1518,Computer Science,Seattle,"['Java', 'R', 'Oracle', 'Scikit-learn', 'Python', 'SQL']",['Scala'],Machine Learning Engineer
1519,1519,Computer Science,Houston,"['Java', 'Swift', 'R', 'C++', 'Python', 'Angular', 'Azure', 'Spring', 'Javascript']","['MySQLWorkbench', 'Oracle', 'SQL', 'Node.js']",UI Developer
1520,1520,Information Science,San Francisco,"['R', 'Scala', 'Node.js', 'Javascript', 'Scikit-learn', 'PostGres', 'Python', 'SQL']","['NumPy', 'Swift']",Data Engineer
1521,1521,Information Science,Houston,"['HTML/CSS', 'Ruby', 'Python', 'Angular', 'Scala', 'AWS', 'PostGres', 'MySQLWorkbench', 'SQL']","['Java', 'NumPy', 'React', 'Javascript']",Systems analyst
1522,1522,Computer Science,NYC,"['C++', 'Scala', 'HTML/CSS', 'Javascript', 'Oracle', 'Azure', 'Python', 'SQL']","['PostGres', 'AWS']",Full Stack Developer
1523,1523,Information Science,NYC,"['Scala', 'Angular', 'C', 'HTML/CSS', 'C++', 'Node.js', 'Ruby', 'NumPy', 'Javascript', 'Python', 'Java']","['AWS', 'Oracle', 'Bash', 'SQL', 'Spring']",Data Analyst
1524,1524,Information Science,Houston,"['Python', 'Bash', 'Scikit-learn']",[],Data Engineer
1525,1525,Cyber Security,Boston,"['Javascript', 'Angular', 'Bash', 'Azure', 'NumPy', 'MySQLWorkbench', 'Python', 'SQL']",['R'],Cryptographer
1526,1526,Computer Science,NYC,"['Swift', 'Node.js', 'Oracle', 'Javascript', 'SQL']","['Angular', 'Bash']",Javascript Developer
1527,1527,Information Science,Seattle,"['React', 'C', 'Scala', 'Ruby', 'R', 'Java', 'PostGres', 'Javascript', 'SQL']","['C++', 'Bash']",Data Engineer
1528,1528,Cyber Security,Houston,"['HTML/CSS', 'SQL', 'Python', 'AWS', 'Oracle', 'Java']",['Spring'],Information Security Analyst
1529,1529,Information Science,San Francisco,"['Javascript', 'Ruby', 'R', 'Angular', 'Python', 'Node.js', 'NumPy']","['HTML/CSS', 'React']",Systems analyst
1530,1530,Data Science,San Francisco,"['Java', 'Ruby', 'Javascript', 'C++', 'NumPy', 'Oracle', 'Python', 'SQL']","['R', 'C', 'Azure', 'Bash']",Data Analyst
1531,1531,Computer Science,Seattle,"['Swift', 'C++', 'React', 'SQL', 'Angular', 'Javascript', 'NumPy', 'PostGres', 'MySQLWorkbench', 'Python']","['Ruby', 'Azure', 'Bash']",Full Stack Developer
1532,1532,Cyber Security,Seattle,"['Python', 'Swift', 'R', 'Javascript', 'React', 'SQL', 'C++', 'Scikit-learn', 'PostGres']",['NumPy'],Information Security Analyst
1533,1533,Cyber Security,San Francisco,"['Bash', 'HTML/CSS', 'Python', 'Swift', 'Node.js', 'SQL', 'Scala', 'AWS', 'Javascript']",['C'],Penetration Tester
1534,1534,Computer Science,San Francisco,"['C', 'Scala', 'Java', 'R', 'React', 'PostGres', 'Javascript', 'SQL']",['Ruby'],Full Stack Developer
1535,1535,Computer Science,Houston,"['Scala', 'R', 'Java', 'Javascript', 'Python', 'PostGres', 'NumPy', 'MySQLWorkbench', 'SQL']",['C++'],Full Stack Developer
1536,1536,Information Science,Houston,"['Python', 'SQL', 'Ruby', 'Swift', 'R', 'Angular', 'Node.js', 'Oracle', 'MySQLWorkbench', 'Javascript']",['NumPy'],Data Engineer
1537,1537,Cyber Security,Boston,"['Swift', 'Javascript', 'SQL', 'C++', 'C', 'Java', 'NumPy', 'Scikit-learn', 'MySQLWorkbench', 'Python']","['Azure', 'Angular']",Cryptographer
1538,1538,Data Science,San Francisco,"['Node.js', 'C', 'Angular', 'Ruby', 'Python', 'Javascript', 'Spring', 'Scikit-learn', 'AWS', 'Java']","['Azure', 'C++']",Data Analyst
1539,1539,Information Science,NYC,"['Angular', 'Bash', 'Java', 'HTML/CSS', 'React', 'C++', 'Scikit-learn', 'Spring', 'Javascript', 'Python']","['R', 'Scala']",Data Engineer
1540,1540,Computer Science,NYC,"['C++', 'React', 'R', 'Scala', 'Oracle', 'Scikit-learn', 'Javascript', 'Python', 'SQL']","['Node.js', 'NumPy']",Full Stack Developer
1541,1541,Computer Science,NYC,"['C', 'Angular', 'Ruby', 'Javascript', 'PostGres', 'Oracle', 'Java', 'SQL']","['Spring', 'React', 'C++', 'Node.js', 'Azure', 'Python']",Full Stack Developer
1542,1542,Cyber Security,San Francisco,"['Python', 'C', 'R', 'Swift', 'Java', 'Azure', 'Scikit-learn', 'Oracle', 'SQL']","['Javascript', 'Bash']",Network Security Engineer
1543,1543,Data Science,NYC,"['Java', 'Scala', 'Javascript', 'C++', 'Oracle', 'SQL']",[],Machine Learning Engineer
1544,1544,Information Science,Boston,"['Python', 'R', 'Java', 'Javascript', 'React', 'Bash', 'C', 'NumPy', 'Oracle', 'PostGres', 'SQL']",['Azure'],Intelligence Specialist
1545,1545,Computer Science,Boston,"['React', 'R', 'Ruby', 'Swift', 'NumPy', 'AWS', 'Javascript', 'Python', 'SQL']","['Azure', 'MySQLWorkbench']",Full Stack Developer
1546,1546,Cyber Security,Seattle,"['Python', 'C', 'HTML/CSS', 'Scala', 'PostGres', 'SQL']","['Spring', 'Ruby', 'Java']",Penetration Tester
1547,1547,Computer Science,San Francisco,"['Node.js', 'Bash', 'C++', 'AWS', 'Spring', 'Javascript', 'Python', 'Java']","['Azure', 'React']",Web Developer
1548,1548,Information Science,Seattle,"['Swift', 'Scala', 'React', 'Java', 'Oracle', 'PostGres', 'Spring', 'Javascript', 'SQL']",['C'],Data Analyst
1549,1549,Computer Science,Seattle,"['Javascript', 'React', 'C++', 'Scikit-learn', 'Azure', 'PostGres', 'Python', 'SQL']",['Swift'],Full Stack Developer
1550,1550,Data Science,Seattle,"['Ruby', 'R', 'Python', 'Scikit-learn', 'Oracle', 'SQL']",['Swift'],Database Application Specialist
1551,1551,Information Science,NYC,"['R', 'SQL', 'C', 'C++', 'React', 'HTML/CSS', 'Scikit-learn', 'Azure', 'Javascript', 'Python']","['Node.js', 'Oracle']",Data Engineer
1552,1552,Data Science,NYC,"['C++', 'Scala', 'HTML/CSS', 'R', 'Javascript']","['SQL', 'Azure', 'Python']",Data Scientist
1553,1553,Computer Science,Seattle,"['Bash', 'Swift', 'Python', 'C', 'Ruby', 'HTML/CSS', 'Oracle', 'SQL']",[],Full Stack Developer
1554,1554,Data Science,Houston,"['React', 'Bash', 'Oracle', 'Azure', 'Javascript', 'SQL']","['R', 'Swift']",Data Analyst
1555,1555,Data Science,Boston,"['Swift', 'Python', 'NumPy']",['Scikit-learn'],Database Application Specialist
1556,1556,Cyber Security,San Francisco,"['HTML/CSS', 'Scala', 'R', 'C', 'Bash', 'Oracle', 'SQL']",['Azure'],Penetration Tester
1557,1557,Information Science,San Francisco,"['Swift', 'Node.js', 'Scala', 'Bash', 'R', 'AWS', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']","['React', 'Angular']",Database Applications Specialist
1558,1558,Cyber Security,Houston,"['HTML/CSS', 'SQL', 'Node.js', 'Spring', 'Azure', 'PostGres', 'Javascript', 'Python', 'Java']","['Scala', 'Scikit-learn', 'Bash']",Data Recovery Professional
1559,1559,Information Science,Seattle,"['Node.js', 'Oracle', 'Javascript', 'Python', 'SQL']","['Angular', 'NumPy']",Intelligence Specialist
1560,1560,Data Science,Seattle,"['Swift', 'Javascript', 'HTML/CSS', 'R', 'C', 'Scikit-learn', 'Python']","['AWS', 'React']",Database Application Specialist
1561,1561,Information Science,San Francisco,"['Javascript', 'Bash', 'SQL', 'PostGres', 'NumPy', 'AWS', 'Python', 'Java']","['Swift', 'Spring']",Intelligence Specialist
1562,1562,Data Science,San Francisco,"['SQL', 'Swift', 'Azure']",['PostGres'],Machine Learning Engineer
1563,1563,Computer Science,Houston,"['R', 'Node.js', 'Oracle', 'Javascript', 'SQL']",['Ruby'],Web Developer
1564,1564,Information Science,Seattle,"['C', 'SQL', 'R', 'C++', 'HTML/CSS', 'MySQLWorkbench', 'Javascript']","['Node.js', 'Swift', 'Bash']",Intelligence Specialist
1565,1565,Information Science,Houston,"['C', 'Java', 'Scala', 'Node.js', 'Angular', 'React', 'Azure', 'Spring', 'AWS', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']","['Swift', 'HTML/CSS']",Systems administrator
1566,1566,Information Science,NYC,"['HTML/CSS', 'React', 'Spring', 'Javascript', 'Java']",['Node.js'],Data Analyst
1567,1567,Cyber Security,Houston,"['Bash', 'HTML/CSS', 'Oracle', 'PostGres', 'SQL']","['Angular', 'AWS', 'Python']",Information Security Analyst
1568,1568,Information Science,Boston,"['SQL', 'Python', 'C++', 'Oracle', 'Scikit-learn', 'PostGres', 'AWS', 'Javascript']",['React'],Data Analyst
1569,1569,Information Science,San Francisco,"['R', 'PostGres', 'AWS', 'MySQLWorkbench', 'Java', 'SQL']","['Spring', 'Python', 'Javascript']",Systems administrator
1570,1570,Data Science,Houston,"['Node.js', 'React', 'SQL', 'Java', 'C++', 'Spring', 'Azure', 'Oracle', 'MySQLWorkbench', 'Javascript']",['R'],Data Scientist
1571,1571,Cyber Security,Houston,"['C', 'Angular', 'Python', 'Spring', 'Oracle', 'Java', 'SQL']",[],Data Recovery Professional
1572,1572,Information Science,Seattle,"['Ruby', 'Javascript', 'R', 'SQL', 'MySQLWorkbench']","['Bash', 'Java']",Intelligence Specialist
1573,1573,Computer Science,San Francisco,"['Ruby', 'Scala', 'SQL', 'Azure']","['HTML/CSS', 'PostGres']",DevOps Engineer
1574,1574,Data Science,Boston,"['C++', 'R', 'AWS', 'Python']",['Azure'],Database Application Specialist
1575,1575,Information Science,Houston,"['Swift', 'HTML/CSS', 'Java', 'Bash', 'Python', 'Spring', 'Javascript']","['AWS', 'Node.js', 'C++']",Data Engineer
1576,1576,Information Science,Houston,"['React', 'SQL', 'Scala', 'Angular', 'Python', 'Spring', 'Oracle', 'Azure', 'Javascript', 'Java']","['HTML/CSS', 'NumPy']",Systems administrator
1577,1577,Cyber Security,Houston,"['C', 'Javascript', 'R', 'Scala', 'Python', 'C++', 'Java', 'Oracle', 'Azure', 'SQL']",['React'],Data Recovery Professional
1578,1578,Cyber Security,Seattle,"['Scala', 'Ruby', 'Bash', 'Oracle', 'Spring', 'Java', 'SQL']",['Azure'],Data Recovery Professional
1579,1579,Data Science,San Francisco,"['C++', 'Angular', 'Oracle', 'NumPy', 'Python', 'SQL']","['Javascript', 'Java']",Data Engineer
1580,1580,Data Science,Boston,"['Javascript', 'React', 'Angular', 'C', 'Node.js', 'R', 'Spring', 'PostGres', 'Python', 'Java', 'SQL']","['NumPy', 'AWS']",Data Scientist
1581,1581,Computer Science,NYC,"['C', 'SQL', 'R', 'Scala', 'Azure', 'AWS']","['Python', 'Javascript']",Software Developer
1582,1582,Data Science,Boston,"['Bash', 'R', 'Swift', 'Java', 'Azure', 'Oracle', 'Javascript', 'SQL']","['C', 'Python', 'HTML/CSS', 'Node.js']",Database Application Specialist
1583,1583,Data Science,Houston,"['C', 'SQL', 'Scala', 'Javascript', 'Azure']",['Ruby'],Data Analyst
1584,1584,Cyber Security,NYC,"['Node.js', 'Ruby', 'Bash', 'C++', 'Angular', 'Python', 'NumPy', 'Javascript', 'SQL']","['MySQLWorkbench', 'PostGres', 'Scikit-learn', 'R', 'HTML/CSS']",Penetration Tester
1585,1585,Data Science,San Francisco,"['Java', 'Angular', 'C', 'Spring', 'Scikit-learn', 'Javascript', 'Python']",['Node.js'],Database Application Specialist
1586,1586,Computer Science,Seattle,"['Angular', 'React', 'PostGres', 'Oracle', 'AWS', 'Javascript', 'Python', 'Java', 'SQL']","['R', 'Spring']",Full Stack Developer
1587,1587,Cyber Security,NYC,"['Python', 'SQL', 'R', 'Ruby', 'Oracle', 'MySQLWorkbench', 'Javascript']","['Java', 'C', 'React']",Data Recovery Professional
1588,1588,Computer Science,Seattle,"['Java', 'C++', 'Spring', 'Scikit-learn', 'PostGres', 'Python', 'SQL']",['AWS'],Back-end developer
1589,1589,Computer Science,Boston,"['HTML/CSS', 'React', 'Angular', 'SQL', 'R', 'Ruby', 'Scikit-learn', 'PostGres', 'Javascript', 'Python']",['Java'],Full Stack Developer
1590,1590,Information Science,Houston,"['C++', 'Ruby', 'React', 'HTML/CSS', 'Node.js', 'Java', 'R', 'Scikit-learn', 'Javascript', 'Python']",['Bash'],Data Analyst
1591,1591,Information Science,Seattle,"['Bash', 'React', 'Javascript', 'SQL', 'Angular', 'Python', 'NumPy', 'Spring', 'Java']","['Ruby', 'Scikit-learn', 'C++']",Database Applications Specialist
1592,1592,Computer Science,NYC,"['Java', 'Bash', 'C++', 'Ruby', 'Spring', 'Azure', 'SQL']",['PostGres'],Java Developer
1593,1593,Data Science,Boston,"['Ruby', 'Angular', 'Oracle', 'PostGres', 'NumPy', 'Python', 'SQL']",[],Data Analyst
1594,1594,Data Science,Boston,"['Swift', 'Java', 'Python', 'C', 'Scala', 'C++', 'R', 'Ruby', 'MySQLWorkbench', 'Scikit-learn', 'PostGres', 'Oracle', 'SQL']",[],Database Application Specialist
1595,1595,Information Science,NYC,"['SQL', 'Swift', 'Java', 'HTML/CSS', 'Python', 'Javascript', 'React', 'Oracle', 'Scikit-learn']",['AWS'],Database Applications Specialist
1596,1596,Cyber Security,NYC,"['C', 'C++', 'Java', 'HTML/CSS', 'Swift', 'SQL', 'R', 'Bash', 'Scikit-learn', 'MySQLWorkbench', 'Python']",[],Data Recovery Professional
1597,1597,Information Science,Boston,"['Scala', 'Javascript', 'SQL', 'Node.js', 'React', 'Spring', 'Azure', 'PostGres', 'Java']","['NumPy', 'Python']",Database Applications Specialist
1598,1598,Cyber Security,Houston,"['Scala', 'Node.js', 'Bash', 'Javascript', 'C++', 'Azure', 'PostGres', 'SQL']",['C'],Network Security Engineer
1599,1599,Information Science,San Francisco,"['Java', 'Swift', 'C++', 'Spring', 'SQL']",['PostGres'],Data Engineer
1600,1600,Cyber Security,NYC,"['Javascript', 'C', 'PostGres', 'NumPy', 'Spring', 'Python', 'Java', 'SQL']",['Oracle'],Data Recovery Professional
1601,1601,Cyber Security,Boston,"['R', 'MySQLWorkbench', 'Oracle', 'Scikit-learn', 'Python', 'SQL']","['PostGres', 'Javascript']",Data Recovery Professional
1602,1602,Cyber Security,San Francisco,"['R', 'Java', 'Scala', 'PostGres', 'Scikit-learn', 'MySQLWorkbench', 'Python', 'SQL']","['Spring', 'Angular']",Cryptographer
1603,1603,Data Science,NYC,"['Javascript', 'C', 'R', 'Ruby', 'Oracle', 'AWS', 'Python', 'SQL']",['Azure'],Data Analyst
1604,1604,Information Science,NYC,"['Node.js', 'HTML/CSS', 'Angular', 'React', 'Swift', 'R', 'C', 'AWS', 'Javascript']","['Python', 'Java']",Data Analyst
1605,1605,Cyber Security,NYC,"['Scala', 'Angular', 'Swift', 'C', 'SQL', 'HTML/CSS', 'MySQLWorkbench', 'Oracle', 'PostGres']","['Javascript', 'Bash']",Information Security Analyst
1606,1606,Information Science,NYC,"['Bash', 'MySQLWorkbench', 'NumPy', 'Python', 'SQL']",['Ruby'],Data Analyst
1607,1607,Information Science,Houston,"['C', 'Azure']",['Java'],Data Analyst
1608,1608,Computer Science,Houston,"['React', 'C', 'C++', 'Azure', 'Javascript', 'Python']",['Scikit-learn'],React Developer
1609,1609,Computer Science,NYC,"['C', 'Java', 'NumPy', 'Javascript', 'Python']","['React', 'C++']",UI Developer
1610,1610,Computer Science,Houston,"['Scala', 'Scikit-learn', 'Spring', 'PostGres', 'NumPy', 'Python', 'Java', 'SQL']",['C'],Machine Learning Engineer
1611,1611,Information Science,San Francisco,"['Node.js', 'Java', 'Ruby', 'Javascript', 'NumPy', 'PostGres', 'Python', 'SQL']","['Bash', 'Oracle']",Systems analyst
1612,1612,Data Science,NYC,"['C++', 'Node.js', 'Oracle', 'Javascript', 'SQL']",[],Machine Learning Engineer
1613,1613,Information Science,Houston,"['SQL', 'Ruby', 'MySQLWorkbench', 'Azure']",['Swift'],Database Applications Specialist
1614,1614,Cyber Security,Seattle,"['Javascript', 'R', 'Python', 'Scala', 'Node.js', 'Ruby', 'Oracle', 'SQL']","['PostGres', 'NumPy', 'Java', 'Angular', 'Azure']",Network Security Engineer
1615,1615,Information Science,Seattle,"['C', 'React', 'Angular', 'Azure', 'PostGres', 'Spring', 'Javascript', 'Java', 'SQL']","['HTML/CSS', 'Ruby', 'Node.js', 'R']",Systems administrator
1616,1616,Information Science,Houston,"['Java', 'HTML/CSS', 'C++', 'Bash', 'Node.js', 'Scala', 'Javascript', 'Ruby', 'Spring']",[],Systems analyst
1617,1617,Cyber Security,Seattle,"['C++', 'Node.js', 'Javascript', 'R', 'SQL', 'AWS', 'Python']","['Scala', 'Swift', 'Java']",Network Security Engineer
1618,1618,Information Science,Boston,"['Angular', 'R', 'NumPy', 'Scikit-learn', 'AWS', 'Python']",['Azure'],Data Analyst
1619,1619,Computer Science,Houston,"['Javascript', 'C', 'Ruby', 'Bash', 'React', 'Spring', 'MySQLWorkbench', 'Python', 'Java', 'SQL']","['Oracle', 'Scikit-learn']",Full Stack Developer
1620,1620,Data Science,Seattle,"['C++', 'Bash', 'Scala', 'R', 'Angular', 'SQL', 'PostGres', 'Azure', 'NumPy', 'Python', 'Java']","['Ruby', 'HTML/CSS', 'Spring']",Data Architect
1621,1621,Information Science,Boston,"['SQL', 'C++', 'React', 'Spring', 'Javascript', 'Java']","['Node.js', 'Angular']",Data Engineer
1622,1622,Cyber Security,NYC,"['Java', 'Swift', 'Javascript', 'C++', 'React', 'Angular', 'Azure', 'AWS', 'Scikit-learn', 'Python']","['Oracle', 'SQL']",Information Security Analyst
1623,1623,Data Science,Boston,"['Bash', 'Ruby', 'C', 'SQL', 'NumPy', 'Spring', 'Python', 'Java']","['Scala', 'AWS']",Machine Learning Engineer
1624,1624,Computer Science,NYC,"['Javascript', 'Node.js', 'Angular', 'AWS']",['Python'],Front End Engineer
1625,1625,Information Science,Boston,"['C', 'SQL', 'Python', 'NumPy', 'AWS']",['Oracle'],Systems analyst
1626,1626,Information Science,Seattle,"['Node.js', 'React', 'Javascript', 'Java', 'Angular', 'Ruby', 'Oracle', 'SQL']","['Scala', 'Spring']",Database Applications Specialist
1627,1627,Cyber Security,Houston,"['SQL', 'C++', 'Javascript', 'R', 'Swift', 'HTML/CSS', 'React', 'Oracle', 'Scikit-learn', 'AWS', 'Python']",['Ruby'],Network Security Engineer
1628,1628,Cyber Security,San Francisco,"['C++', 'Scala', 'Java', 'React', 'Ruby', 'Javascript', 'MySQLWorkbench', 'SQL']","['Spring', 'HTML/CSS', 'C', 'Python', 'AWS']",Network Security Engineer
1629,1629,Information Science,Seattle,"['C', 'R', 'Python', 'NumPy', 'SQL']","['Azure', 'PostGres']",Data Engineer
1630,1630,Cyber Security,Boston,"['SQL', 'C++', 'Angular', 'HTML/CSS', 'Scikit-learn', 'NumPy', 'Python']","['AWS', 'Javascript']",Network Security Engineer
1631,1631,Computer Science,San Francisco,"['Ruby', 'Angular', 'R', 'Python', 'C++', 'Azure', 'SQL']","['PostGres', 'AWS']",Oracle SQL Developer
1632,1632,Data Science,Houston,"['HTML/CSS', 'Scala', 'Bash', 'Java', 'C++', 'Python', 'Scikit-learn', 'SQL']",['MySQLWorkbench'],Data Analyst
1633,1633,Information Science,San Francisco,"['Python', 'Scala', 'HTML/CSS', 'NumPy']",[],Intelligence Specialist
1634,1634,Information Science,San Francisco,"['Bash', 'Ruby', 'Python', 'AWS', 'Scikit-learn']","['Java', 'HTML/CSS']",Database Applications Specialist
1635,1635,Cyber Security,San Francisco,"['Javascript', 'Python', 'Java', 'Swift', 'Node.js', 'Oracle', 'SQL']","['Ruby', 'React', 'Scala']",Data Recovery Professional
1636,1636,Information Science,NYC,"['HTML/CSS', 'Python', 'Node.js', 'Angular', 'Javascript', 'SQL']",['MySQLWorkbench'],Data Analyst
1637,1637,Cyber Security,Boston,"['Angular', 'Node.js', 'SQL', 'Bash', 'AWS', 'Javascript']",['Python'],Information Security Analyst
1638,1638,Cyber Security,NYC,"['C++', 'Java', 'SQL', 'Javascript', 'HTML/CSS', 'PostGres', 'NumPy', 'Azure', 'Python']",['AWS'],Network Security Engineer
1639,1639,Cyber Security,NYC,"['SQL', 'Ruby', 'Python', 'Scala', 'C++']","['Bash', 'AWS']",Information Security Analyst
1640,1640,Computer Science,San Francisco,"['Angular', 'React', 'Javascript', 'Spring', 'PostGres', 'Python', 'Java', 'SQL']",['Scikit-learn'],Full Stack Developer
1641,1641,Data Science,San Francisco,"['Node.js', 'NumPy', 'MySQLWorkbench', 'Javascript', 'Python', 'SQL']",['Ruby'],Data Analyst
1642,1642,Information Science,Boston,"['Scala', 'Javascript', 'HTML/CSS', 'Ruby', 'Azure']",['R'],Database Applications Specialist
1643,1643,Cyber Security,San Francisco,"['SQL', 'R', 'Node.js', 'Oracle', 'NumPy', 'Scikit-learn', 'Javascript', 'Python']",['React'],Data Recovery Professional
1644,1644,Data Science,Seattle,"['Scala', 'Angular', 'Bash', 'Node.js', 'R', 'Oracle', 'Javascript', 'SQL']","['Ruby', 'C']",Database Application Specialist
1645,1645,Cyber Security,Seattle,"['Bash', 'Oracle', 'MySQLWorkbench', 'Python', 'SQL']","['HTML/CSS', 'AWS']",Penetration Tester
1646,1646,Data Science,San Francisco,"['Node.js', 'Javascript', 'Swift', 'C', 'Python']","['NumPy', 'Scikit-learn', 'Azure']",Data Architect
1647,1647,Information Science,NYC,"['Ruby', 'Java', 'Node.js', 'Scikit-learn', 'Javascript', 'Python']","['AWS', 'C']",Systems analyst
1648,1648,Information Science,San Francisco,"['R', 'React', 'Javascript', 'Angular', 'Java', 'SQL', 'NumPy', 'Spring', 'PostGres', 'Python']","['C++', 'Node.js']",Intelligence Specialist
1649,1649,Computer Science,Boston,"['Javascript', 'Bash', 'SQL', 'R', 'Ruby', 'MySQLWorkbench', 'PostGres', 'Python']","['NumPy', 'React', 'Scikit-learn', 'Node.js']",Full Stack Developer
1650,1650,Information Science,San Francisco,"['HTML/CSS', 'Node.js', 'Oracle', 'Javascript', 'SQL']",['Ruby'],Systems analyst
1651,1651,Computer Science,Boston,"['Angular', 'Bash', 'Spring', 'Java', 'SQL']",['MySQLWorkbench'],Back-end developer
1652,1652,Cyber Security,Seattle,"['SQL', 'Python', 'React', 'HTML/CSS', 'Node.js', 'Swift', 'Bash', 'MySQLWorkbench', 'PostGres', 'Spring', 'Javascript', 'Java']",['Ruby'],Network Security Engineer
1653,1653,Computer Science,Boston,"['SQL', 'Bash', 'Angular', 'Node.js', 'MySQLWorkbench', 'AWS', 'PostGres', 'Javascript', 'Python']",['Ruby'],Full Stack Developer
1654,1654,Cyber Security,Houston,"['R', 'SQL', 'Bash', 'HTML/CSS', 'Java', 'C', 'Python', 'MySQLWorkbench']",['Ruby'],Network Security Engineer
1655,1655,Data Science,NYC,"['Bash', 'Angular', 'Python', 'Java', 'Spring', 'MySQLWorkbench', 'SQL']","['PostGres', 'React', 'C', 'Javascript', 'Oracle']",Database Application Specialist
1656,1656,Computer Science,Seattle,"['SQL', 'R', 'Node.js', 'AWS', 'Scikit-learn', 'Javascript', 'Python']",['Oracle'],Full Stack Developer
1657,1657,Cyber Security,NYC,"['Python', 'React', 'HTML/CSS', 'Spring', 'Azure', 'AWS', 'NumPy', 'Javascript', 'Java']",[],Network Security Engineer
1658,1658,Cyber Security,NYC,"['C++', 'R', 'Scala', 'SQL', 'Azure', 'Java']","['Swift', 'Spring']",Penetration Tester
1659,1659,Data Science,Houston,"['HTML/CSS', 'C', 'Swift', 'React', 'Scala', 'NumPy', 'Javascript', 'Python']",['Java'],Data Architect
1660,1660,Computer Science,San Francisco,"['Javascript', 'React', 'Swift', 'HTML/CSS', 'Node.js', 'Bash', 'PostGres', 'SQL']",['C++'],Web Developer
1661,1661,Computer Science,NYC,"['Scala', 'Java', 'Javascript', 'C++', 'SQL']","['PostGres', 'Angular', 'Swift']",Full Stack Developer
1662,1662,Cyber Security,Houston,"['Python', 'SQL', 'C', 'Oracle', 'NumPy', 'Javascript']","['Swift', 'Node.js', 'Scikit-learn']",Data Recovery Professional
1663,1663,Information Science,Houston,"['Javascript', 'Bash', 'Ruby', 'Scala', 'Swift', 'AWS', 'Python']",['HTML/CSS'],Systems administrator
1664,1664,Information Science,Seattle,"['C++', 'Scala', 'HTML/CSS', 'Node.js', 'React', 'Swift', 'MySQLWorkbench', 'PostGres', 'NumPy', 'Javascript', 'Python', 'SQL']",['Azure'],Intelligence Specialist
1665,1665,Data Science,San Francisco,"['Ruby', 'React', 'Javascript', 'Python', 'Java', 'SQL']","['Oracle', 'Spring', 'AWS']",Data Architect
1666,1666,Computer Science,San Francisco,"['Scala', 'Python', 'Bash', 'Scikit-learn']",['R'],Programmer
1667,1667,Computer Science,NYC,"['Python', 'Angular', 'Scikit-learn', 'NumPy', 'Azure', 'AWS']","['C++', 'Javascript']",Software Developer
1668,1668,Computer Science,Houston,"['Java', 'React', 'C', 'Javascript', 'MySQLWorkbench', 'Oracle', 'AWS', 'SQL']","['R', 'Spring', 'Python']",Full Stack Developer
